region	china	#511EA8
region	southeast_asia	#403DC5
region	south_asia	#4063CF
region	japan_korea	#4785C7
region	oceania	#559EB1
region	west_asia	#67AF94
region	africa	#7EB877
region	europe	#98BD5E
region	south_america	#B4BD4C
region	north_america	#CDB642
region	central_america	#C2BA46
region	northeast_usa	#CCB742
region	midwest_usa	#D3B240
region	south_usa	#DAAC3D
region	west_usa	#DFA43B
region	canada	#E39B39
region	seattle	#DC2F24

location	china	#AAAAAA
location	southeast_asia	#AAAAAA
location	south_asia	#AAAAAA
location	japan_korea	#AAAAAA
location	oceania	#AAAAAA
location	west_asia	#AAAAAA
location	africa	#AAAAAA
location	europe	#AAAAAA
location	south_america	#AAAAAA
location	north_america	#AAAAAA
location	53033005801	#264a51
location	53033005802	#234859
location	53033005900	#294f56
location	53033006000	#2c555e
location	53033006100	#356670
location	53033006200	#3c747f
location	53033006300	#3c7996
location	53033006400	#356b84
location	53033006500	#31637a
location	53033006600	#2d5c72
location	53033006700	#2a5569
location	53033006800	#275063
location	53033006900	#254c5d
location	53033007000	#275062
location	53033007100	#274f62
location	53033007200	#2a566a
location	53033007300	#2c5a6f
location	53033007401	#2f5e74
location	53033007402	#2f5f75
location	53033007500	#31647b
location	53033007600	#346a82
location	53033007700	#38718b
location	53033007800	#3b7894
location	53033007900	#346a82
location	53033008001	#285063
location	53033008002	#2a5569
location	53033008100	#275272
location	53033008200	#295677
location	53033008300	#295778
location	53033008400	#2f5f75
location	53033008500	#2a587a
location	53033008600	#2d5e82
location	53033008700	#2f6389
location	53033008800	#326992
location	53033008900	#30649d
location	53033009000	#2b5a8d
location	53033009100	#285484
location	53033009200	#285474
location	53033009300	#264f7c
location	53033009400	#2b598c
location	53033009500	#30659f
location	53033009600	#1d3c5e
location	53033009701	#1b3859
location	53033009702	#1c3a5c
location	53033009800	#1d3d60
location	53033009900	#20436a
location	53033010001	#2c5c90
location	53033010002	#2b598c
location	53033010100	#3268a4
location	53033010200	#2f62b1
location	53033010300	#2c5ca6
location	53033010401	#2a589f
location	53033010402	#265090
location	53033010500	#1a3763
location	53033010600	#1a3561
location	53033010701	#1c3b6a
location	53033010702	#1b3967
location	53033010800	#1e3f73
location	53033010900	#254c8a
location	53033011001	#2b5aa3
location	53033011002	#2a569c
location	53033011101	#2d5ea9
location	53033011102	#2f62b1
location	53033011200	#234983
location	53033011300	#1f3a77
location	53033011401	#1d3c6d
location	53033011402	#1c346c
location	53033011500	#1b3966
location	53033011600	#1a3661
location	53033011700	#2b50a6
location	53033011800	#2e56b2
location	53033011900	#2e57b4
location	53033012000	#1a3164
location	53033012100	#182864
location	53033020100	#2b5147
location	53033020200	#30594e
location	53033020300	#366559
location	53033020401	#3c7264
location	53033020402	#458272
location	53033020500	#3e7466
location	53033020600	#38695c
location	53033020700	#336055
location	53033020800	#2d554b
location	53033020900	#2f584e
location	53033021000	#37675b
location	53033021100	#3e7567
location	53033021300	#478575
location	53033021400	#468474
location	53033021500	#4b8c7b
location	53033021600	#4e9280
location	53033021700	#529a88
location	53033021802	#6ab09e
location	53033021803	#57a38f
location	53033021804	#5da995
location	53033021903	#66ae9b
location	53033021904	#6db2a0
location	53033021905	#65ad9a
location	53033021906	#6db19f
location	53033022001	#5ba894
location	53033022003	#5ca894
location	53033022005	#59a5a2
location	53033022006	#57a19e
location	53033022101	#4e9381
location	53033022102	#549d8a
location	53033022201	#529b88
location	53033022202	#57a490
location	53033022203	#509592
location	53033022300	#4c8d8a
location	53033022400	#559d9a
location	53033022500	#539fae
location	53033022603	#62aaa8
location	53033022604	#5ba3b2
location	53033022605	#67adaa
location	53033022606	#63a7b5
location	53033022701	#4f97a6
location	53033022702	#529ead
location	53033022703	#5ba3b1
location	53033022801	#64a8b5
location	53033022802	#68aab8
location	53033022803	#69abb8
location	53033022901	#6dadba
location	53033022902	#71afbc
location	53033023000	#6ca9c4
location	53033023100	#67a1cb
location	53033023201	#63a3c1
location	53033023202	#66a5c2
location	53033023300	#629dc9
location	53033023401	#5a90cd
location	53033023403	#6397d0
location	53033023404	#6a9bd2
location	53033023500	#4f89c9
location	53033023601	#5494c4
location	53033023603	#60a1bf
location	53033023604	#5a98c6
location	53033023700	#569cbc
location	53033023801	#4683c7
location	53033023803	#4994b6
location	53033023804	#4993b6
location	53033023900	#3d7dc4
location	53033024000	#4891b3
location	53033024100	#4c92a0
location	53033024200	#4184a3
location	53033024300	#356faf
location	53033024400	#3978bc
location	53033024500	#3977bc
location	53033024601	#336ac0
location	53033024602	#3269be
location	53033024701	#467bce
location	53033024702	#4278cd
location	53033024800	#578fcc
location	53033024901	#5183d1
location	53033024902	#5a89d3
location	53033024903	#5888d3
location	53033025001	#4d80d0
location	53033025003	#628fd5
location	53033025005	#5787d2
location	53033025006	#6285d6
location	53033025101	#5078d2
location	53033025102	#5570d5
location	53033025200	#436dce
location	53033025301	#3462ca
location	53033025302	#3151c8
location	53033025400	#405fd0
location	53033025500	#4967d3
location	53033025601	#4563d2
location	53033025602	#526ed5
location	53033025701	#3d5ccf
location	53033025702	#4b68d3
location	53033025803	#4253cd
location	53033025804	#4a67d3
location	53033025805	#3b5bcf
location	53033025806	#3252cb
location	53033026001	#2e4dbd
location	53033026002	#2f4ec1
location	53033026100	#2d4ab6
location	53033026200	#2e4cba
location	53033026300	#2a4ea1
location	53033026400	#254690
location	53033026500	#203c7d
location	53033026600	#1c356d
location	53033026700	#1b2d6e
location	53033026801	#1f3a78
location	53033026802	#1e317a
location	53033027000	#223889
location	53033027100	#27409d
location	53033027200	#2a45aa
location	53033027300	#26409c
location	53033027400	#213788
location	53033027500	#1e327c
location	53033027600	#1b2d6f
location	53033027701	#142254
location	53033027702	#161d52
location	53033027800	#1b2567
location	53033027900	#1d3076
location	53033028000	#213686
location	53033028100	#27409e
location	53033028200	#2a46ac
location	53033028300	#2d3caa
location	53033028402	#283595
location	53033028403	#2b39a1
location	53033028500	#222d80
location	53033028600	#1f2974
location	53033028700	#222d7f
location	53033028801	#263390
location	53033028802	#2a389e
location	53033028901	#243087
location	53033028902	#283597
location	53033029001	#242f86
location	53033029003	#273493
location	53033029004	#29379b
location	53033029101	#2c3aa5
location	53033029102	#2b39a1
location	53033029203	#3142b9
location	53033029204	#3344c0
location	53033029205	#2e3dac
location	53033029206	#3040b4
location	53033029303	#3547c8
location	53033029304	#4959cf
location	53033029305	#3446c5
location	53033029306	#3f50cc
location	53033029307	#4c5ccf
location	53033029403	#384aca
location	53033029405	#4455cd
location	53033029406	#4454cd
location	53033029407	#3547c8
location	53033029408	#3c4ecb
location	53033029502	#4555ce
location	53033029503	#3546c7
location	53033029504	#3a4bcb
location	53033029601	#4142c7
location	53033029602	#4041c7
location	53033029700	#3243bc
location	53033029801	#2d3cab
location	53033029802	#2f30a2
location	53033029901	#2e2f9c
location	53033029902	#3132a7
location	53033030003	#272885
location	53033030004	#2a2b8f
location	53033030005	#2a2b90
location	53033030006	#2a2b8f
location	53033030100	#21216f
location	53033030201	#212170
location	53033030202	#25267f
location	53033030304	#281f72
location	53033030305	#1c1c5e
location	53033030306	#1b1b5b
location	53033030308	#20206c
location	53033030309	#222375
location	53033030310	#241c67
location	53033030311	#1d1d63
location	53033030312	#21195d
location	53033030313	#2c227d
location	53033030314	#25267e
location	53033030401	#332892
location	53033030403	#2d2381
location	53033030404	#342995
location	53033030501	#3434b0
location	53033030503	#3637ba
location	53033030504	#3738bd
location	53033030600	#3839be
location	53033030700	#3c2fac
location	53033030801	#3b2da7
location	53033030802	#3e30b1
location	53033030901	#382b9f
location	53033030902	#392ca3
location	53033031000	#4334be
location	53033031100	#4234bd
location	53033031202	#5e50cf
location	53033031204	#5859ce
location	53033031205	#4445c8
location	53033031206	#4142c7
location	53033031301	#5934d2
location	53033031302	#5e3ad3
location	53033031400	#603cd4
location	53033031601	#6263d1
location	53033031603	#7070d5
location	53033031604	#6a6bd3
location	53033031605	#696ad3
location	53033031703	#5160d1
location	53033031704	#5454cd
location	53033031705	#5c6ad4
location	53033031706	#5a69d3
location	53033031800	#5967d3
location	53033031903	#5e78d8
location	53033031904	#6880da
location	53033031906	#606ed5
location	53033031907	#5772d6
location	53033031908	#5362d1
location	53033031909	#5362d1
location	53033032002	#6c79d8
location	53033032003	#7480da
location	53033032005	#6371d6
location	53033032006	#6364d1
location	53033032007	#6674d6
location	53033032008	#6875d7
location	53033032010	#6c79d8
location	53033032011	#6b78d8
location	53033032102	#748add
location	53033032103	#6d97d8
location	53033032104	#6981da
location	53033032203	#6fa5cd
location	53033032207	#6e9ed3
location	53033032208	#6e98d8
location	53033032210	#779edb
location	53033032211	#75a2d5
location	53033032212	#76a3d5
location	53033032213	#77a4d6
location	53033032214	#76aad0
location	53033032215	#7aacd1
location	53033032307	#80bbac
location	53033032309	#6db0ae
location	53033032311	#87bfb1
location	53033032313	#73b1bd
location	53033032315	#81b8c3
location	53033032316	#75b2be
location	53033032317	#75aec8
location	53033032318	#78b0c9
location	53033032319	#72b4a3
location	53033032320	#78b7a7
location	53033032321	#78b7a7
location	53033032322	#7fbbab
location	53033032323	#73b4b1
location	53033032324	#71b2b0
location	53033032325	#74b4b2
location	53033032326	#7ab7b5
location	53033032327	#7eb9b7
location	53033032328	#79b4c0
location	53033032329	#7cb5c1
location	53033032401	#8fc3b6
location	53033032402	#85bdbb
location	53033990100	#182c5b
location	53035080101	#112337
location	53035080102	#12253a
location	53035080200	#12263c
location	53035080300	#12263c
location	53035080400	#13283e
location	53035080500	#12263b
location	53035080600	#112337
location	53035080700	#102134
location	53035081000	#0f1f37
location	53035081100	#0f1f38
location	53035081200	#112438
location	53035081400	#10213b
location	53035090101	#213e28
location	53035090102	#234233
location	53035090201	#182d28
location	53035090202	#1d372a
location	53035090501	#192f29
location	53035090502	#1b322c
location	53035090700	#1f3a39
location	53035090800	#1b343a
location	53035090900	#1b3744
location	53035091000	#173143
location	53035091100	#182d32
location	53035091203	#162a2e
location	53035091204	#15292d
location	53035091500	#132730
location	53035091600	#152a34
location	53035091700	#172e38
location	53035091800	#152b3c
location	53035091900	#122635
location	53035092200	#0f203a
location	53035092300	#101e3e
location	53035092400	#112041
location	53035092500	#112442
location	53035092600	#132747
location	53035092701	#111c46
location	53035092704	#14254c
location	53035092801	#101a40
location	53035092802	#121843
location	53035092803	#111742
location	53035092902	#0f1439
location	53035940000	#223f38
location	53035940100	#1d3730
location	53035990100	#1e3832
location	53053060200	#1d1753
location	53053060300	#151547
location	53053060400	#191347
location	53053060500	#1a1449
location	53053060600	#1b154c
location	53053060700	#191448
location	53053060800	#191347
location	53053060903	#171242
location	53053060904	#181345
location	53053060905	#171241
location	53053060906	#181345
location	53053061001	#161140
location	53053061002	#171243
location	53053061100	#191347
location	53053061200	#1a144a
location	53053061300	#1a144b
location	53053061400	#1b154e
location	53053061500	#1b154d
location	53053061601	#1c154f
location	53053061602	#1c154f
location	53053061700	#1a154b
location	53053061800	#1d1049
location	53053061900	#1e114b
location	53053062000	#1c1650
location	53053062300	#1f114c
location	53053062400	#1e114b
location	53053062500	#1d1048
location	53053062600	#1c0f44
location	53053062801	#1b0f42
location	53053062802	#1b0f42
location	53053062900	#1c0f44
location	53053063000	#1c0f46
location	53053063100	#1d1048
location	53053063200	#1e114b
location	53053063300	#20114e
location	53053063400	#220d46
location	53053063501	#1d1048
location	53053063502	#200c43
location	53053070307	#512dc8
location	53053070308	#4a29b7
location	53053070309	#4f2cc4
location	53053070312	#4e1da2
location	53053070313	#4727b0
location	53053070314	#4233bc
location	53053070315	#4435c3
location	53053070316	#3d30af
location	53053070401	#491b97
location	53053070703	#2c227c
location	53053071100	#260e4f
location	53053071205	#291665
location	53053071206	#311266
location	53053071209	#421889
location	53053071210	#45198f
location	53053071601	#230d48
location	53053071703	#200c42
location	53053071704	#200c42
location	53053071705	#210c45
location	53053071803	#1b0f42
location	53053071807	#1e0b3e
location	53053071808	#1f0b40
location	53053072105	#180d3b
location	53053072106	#190e3d
location	53053072107	#1b0a37
location	53053072109	#180931
location	53053072111	#190934
location	53053072305	#181344
location	53053072307	#180d3c
location	53053072308	#170d39
location	53053072309	#16113e
location	53053072310	#171240
location	53053072311	#171241
location	53053072312	#1a0e3f
location	53053072313	#1a0e40
location	53053072406	#111139
location	53053072407	#16113e
location	53053072408	#15103c
location	53053072409	#140f38
location	53053072410	#130f36
location	53053072503	#0f1337
location	53053072504	#101138
location	53053072505	#111740
location	53053072506	#141443
location	53053072507	#12133f
location	53053073301	#3f229b
location	53053073302	#3f239c
location	53053073404	#371573
location	53053073405	#3f1783
location	53053073406	#3b2192
location	53053073407	#351d83
location	53053073408	#2f1a74
location	53053073500	#352998
location	53053940001	#181953
location	53053940002	#211a5f
location	53053940003	#251d69
location	53053940004	#231356
location	53053940005	#20195c
location	53053940006	#20124f
location	53053940007	#1d1753
location	53053940008	#1e1755
location	53053940009	#2c227e
location	53053940010	#331c7e
location	53053940011	#1c1651
location	53061040100	#78b35d
location	53061040200	#86bb6e
location	53061040300	#7eb764
location	53061040400	#79b35e
location	53061040500	#88bc70
location	53061040700	#80b867
location	53061040800	#74b158
location	53061040900	#6fae53
location	53061041000	#6eb06a
location	53061041100	#6aae66
location	53061041201	#63aa5e
location	53061041202	#69ae64
location	53061041301	#4f8f4b
location	53061041303	#5ea859
location	53061041304	#59a054
location	53061041400	#71b26d
location	53061041500	#7cb878
location	53061041601	#79b675
location	53061041605	#77b573
location	53061041606	#77b572
location	53061041607	#83bc7f
location	53061041608	#86bd82
location	53061041701	#6caf68
location	53061041703	#58a66b
location	53061041704	#5daa70
location	53061041805	#69ad64
location	53061041806	#65ab60
location	53061041808	#64ab60
location	53061041809	#5fa85a
location	53061041810	#5da758
location	53061041811	#55a168
location	53061041812	#5aa255
location	53061041901	#579d52
location	53061041903	#5ca557
location	53061041904	#61a95c
location	53061041905	#5ca557
location	53061042001	#498446
location	53061042003	#417c4f
location	53061042004	#4d925e
location	53061042005	#4a8646
location	53061042006	#50904c
location	53061050101	#427d51
location	53061050102	#4c905c
location	53061050200	#396c52
location	53061050300	#33604a
location	53061050401	#35654d
location	53061050402	#35644d
location	53061050500	#2e5743
location	53061050600	#2c5440
location	53061050700	#2f584d
location	53061050800	#35644c
location	53061050900	#37675a
location	53061051000	#3e765a
location	53061051100	#417a6b
location	53061051200	#448163
location	53061051300	#498b6a
location	53061051400	#448162
location	53061051500	#3b7156
location	53061051601	#437e61
location	53061051602	#40795d
location	53061051701	#478666
location	53061051702	#4a8d6b
location	53061051802	#4e9471
location	53061051803	#509761
location	53061051804	#539e66
location	53061051905	#4f9572
location	53061051912	#7ab8a8
location	53061051913	#4f9773
location	53061051914	#4b8d7c
location	53061051915	#539d78
location	53061051916	#56a47d
location	53061051917	#509784
location	53061051918	#57a38f
location	53061051921	#59a881
location	53061051922	#57a67e
location	53061051923	#5fab85
location	53061051924	#66ae8a
location	53061051925	#69b08d
location	53061051926	#76b796
location	53061051927	#55a17b
location	53061051928	#529c77
location	53061052003	#77b786
location	53061052004	#69b07a
location	53061052005	#68af79
location	53061052006	#6db27e
location	53061052007	#63ad88
location	53061052104	#8fc079
location	53061052105	#9bc998
location	53061052107	#77b897
location	53061052108	#86bfa3
location	53061052112	#8cc2a7
location	53061052113	#94c6ad
location	53061052114	#81bc8f
location	53061052115	#80bc8e
location	53061052118	#88c095
location	53061052203	#aad1a8
location	53061052204	#9ecca9
location	53061052206	#acd2aa
location	53061052208	#a1cdac
location	53061052209	#96c8af
location	53061052301	#a7cfa4
location	53061052302	#a5cea2
location	53061052401	#9bc998
location	53061052402	#9cc999
location	53061052502	#94c591
location	53061052503	#9cc788
location	53061052504	#9ec88a
location	53061052603	#a3cb91
location	53061052604	#a1ca8e
location	53061052605	#a5cc93
location	53061052606	#a7cd95
location	53061052607	#a4cc91
location	53061052705	#9fc98c
location	53061052706	#9bc787
location	53061052707	#9dc889
location	53061052708	#99c684
location	53061052709	#a0ca8d
location	53061052804	#90c17b
location	53061052805	#8bbe74
location	53061052806	#94c37e
location	53061052903	#8dbf77
location	53061052904	#93c37e
location	53061052905	#8cbe75
location	53061052906	#93c27d
location	53061053603	#acd09b
location	53061053604	#add19c
location	53061940001	#74b159
location	53061940002	#5f9546
location	53061990002	#497336
